x,y,log_mass,chi2
9.589848316001463,9.643102139282757,14.05271145225351,0.9812783671207529
-40.362910164673956,26.20381064617942,12.394354975583585,1.0098820528117225
9.240893287178489,9.301011166027777,14.661248307958317,0.9547446791355981
-7.621123953267886,-38.15580989385092,11.917175452983654,1.0347476309754817
-36.510583803202344,-18.55803774814259,12.72550342544692,1.0261718853225605
-25.409277813537468,-19.952544528626103,12.231800075467367,1.0
-42.76864914925877,-32.90512385120917,12.754385133406979,1.0
-42.125806529105105,-1.5619648231760954,10.432462196665771,1.0252548992082815
-26.691669765223544,-38.69806259171169,12.491162867681014,1.1414484265634806
-34.39786021163447,-47.90533944728914,12.149944684040051,1.2074801878349772
-48.87350756583232,18.83891126822604,12.034287306153812,1.0280135441963991
-60.47633299217188,22.103278281162645,12.359194630054015,0.9794837669173747
-37.61593453386739,14.079456896683803,-3.4212503842144257,0.9996911659476445
-31.417790955329668,3.7243958636227568,-3.7348810459373203,1.0604950485588118
-22.881201549643407,-64.72603905921692,12.881864308353013,1.0824420276002489
9.42884487034855,10.704672697367275,14.619713245259897,1.031397354014426
32.3408930833547,-17.40698086378643,11.796626402270006,1.074636931857523
36.96531859729236,20.918044403476106,12.989556493203018,1.0597810534652266
9.903114084685301,7.782580870832545,13.302982754875226,1.0
9.056301775487306,8.878014403758922,13.670160110644092,1.072903093752171
36.172404615397504,-38.102298781502284,4.6587521228299185,0.9926546311006467
43.466059954175385,-14.341940922232055,6.169596098313647,1.0873512694606393
18.43967083907095,-35.39354595633058,4.324565726493751,1.1325177472762051
32.775035885468846,-1.1977806326871154,5.517278236772647,1.1108674377962227
38.55213986338065,-58.48692787525135,13.988512593211997,1.030427739999146
-35.71119695510397,6.1250189215154345,13.110867120950738,0.9860451928290912
10.129455250233672,9.62227115660146,14.072925180525802,1.076735159147084
-25.86195555973651,-54.86248348299578,13.506658365902156,0.9578990841478993
-9.251824201513632,-50.1048728048465,12.811094033592545,1.0024024735512707
-19.90454573305002,-37.974155864965546,12.919451462329112,1.0679623624188104
-39.880792726116894,-12.590816486165824,12.040849360079816,1.0430704272533322
10.589527064448665,17.383578811880394,14.250412668673459,1.0
10.56018787769175,9.564885658968938,13.821182713188813,1.02809099694402
-58.35844085909238,4.473740185604705,12.965256399207252,0.9380342487426431
9.599326561273017,9.264059294898006,13.267630368709513,1.0
-16.080057267399294,-32.418780101863625,11.90930937092433,1.0324779618552766
25.08849098518616,-53.93857585700787,13.409253649659732,1.0
10.213464706354628,9.861652046100456,14.076910270726621,1.111682557631942
-38.94498663337409,-16.719745135640956,12.123315095022765,1.138496130304087
28.184339281420346,-27.573317984066055,12.17874156971858,1.0494889126928704
