x,y,log_mass,chi2
1.086864705597404,1.4716163452407245,14.831202655220482,1.0036779452439266
-1.1804368533494907,-0.09940180488271715,13.732569774128507,1.15404363561971
-16.579820982906934,8.592816451180088,14.435032792824284,0.992929716167013
-24.445751209401703,-0.12782729950905664,14.706927889934258,1.163736734294042
-25.59868299962175,-1.7195265028152094,13.183633038246171,1.072181646294921
0.2807212024240306,-0.21610971344746424,13.581917978453651,1.1754047240227423
7.711951879899114,-21.40574805834621,12.615911406815894,1.0447304106584547
-0.678876970511115,-0.2871993825521843,14.282637207522997,1.0084915683861984
-24.307076901189735,0.9966257253572373,14.1871476415805,1.171835172768146
0.15881808154327504,-0.05376272301957065,12.978613621322424,1.0937203863575693
-25.9646728376015,-1.5278710973924745,12.986622077825787,1.0797841663319863
1.7740532156046915,0.8628298772540202,12.938904357956964,1.0860613000159385
-22.45979109496521,0.918212283787086,13.828960386247887,1.0384257370107843
-0.128417034310024,1.24042948391617,13.859151461414744,1.0390829412490428
-24.801862243194048,0.11681847751462104,14.623373774549426,1.0335119401489015
-24.378682036843696,0.4483916123732508,13.895293840061651,1.0528773531699425
0.4474080399921613,-0.513301878302358,14.015624127238745,1.128319843893768
-1.299829017835031,-0.4551923816821628,13.525563895341374,1.0853034073488292
-25.48064545235351,3.389324279859058,13.506295849963287,1.0289789033066759
-30.564129665124028,-10.986731982798743,12.317591408463967,1.0182253663171377
-26.012672576431576,0.05388612741787088,14.870819430193073,1.056932489726023
0.9803778608456925,0.9541184443732184,13.392843413443861,1.1273581177154166
-22.228464891475465,0.2983453918256803,12.760608697852104,1.0468038107296032
0.5108301797366446,-1.1584262081853596,13.55407962143671,1.1321436934898195
-25.326897826467114,-0.7841095405593683,12.931607902862728,1.0146907562745808
-3.314346448958344,0.6390749215562587,14.411738139869293,1.0225757589189592
-23.746365468609376,-0.13108217636700942,14.745923594028996,1.078583438814029
-0.8201055997970932,-0.7424445885535013,13.817750766296262,1.1553862625602291
-0.647332947480648,-1.6236615085446113,14.38937313508936,0.9874876579262664
-23.868647291326962,0.4480077927963003,13.086305057472545,1.062017258315481
-23.861681315625106,0.6467115354149677,13.840792734932666,1.0828085463007866
-3.707162394635206,-0.5241380683870193,14.33578659459055,1.200937634256018
-2.629978999458437,-1.3670644124365365,13.471225172616156,1.0668080775848678
-22.096405700808653,-3.308531579497116,12.587257264226755,1.1308311522216783
0.8112089966032744,1.374187443170411,14.581128623806636,1.0666403293876052
